state,code,name,zone,address,geometry_type,coordinates
Gujarat,SGD,SONGADH,WR,"Bhavnagar, Gujarat",Point,"[71.886759, 21.728936]"
Bihar,SHK,SHEIKPURA,ECR,"Sheikhpura, Bihar",Point,"[85.854024, 25.132088]"
Gujarat,SMDR,Simodara,WR,"SH 166, Gujarat",,
Maharashtra,SMTN,Somthan,CR,"Somthan, Maharashtra",,
Madhya Pradesh,SMSR,Samaswara,SECR,"SH 26, Madhya Pradesh",Point,"[79.334804, 22.048501]"
Rajasthan,SIKR,Sikar Junction,NWR,"Sikar, Rajasthan",Point,"[75.15337799999999, 27.616275]"
Maharashtra,SHF,Shirud,CR,"Shirud, Maharashtra",Point,"[74.876271, 20.735376]"
Himachal Pradesh,SGS,Shoghi,NR,"Shoghi, Himachal Pradesh",Point,"[77.12423700000001, 31.038759000000002]"
Haryana,SHN,Suchan Kotli,NWR,"Suchan, Haryana",Point,"[75.170322, 29.515832999999997]"
West Bengal,SJPR,Surjyapur,ER,"Surjyapur F, West Bengal",Point,"[88.466557, 22.293128]"
Bihar,SMKR,Sham Kauria,NER,"National Highway 28B, Bihar",Point,"[84.8330358765, 26.035816445600002]"
Punjab,SGA,Shergarh,NWR,"Bathinda, Punjab",Point,"[74.947251, 30.080230999999998]"
Karnataka,SLGE,SULERJAVALGE,SWR,"NH 13, Karnataka",Point,"[75.974841, 17.45892]"
Andhra Pradesh,AKVD,AKIVIDU,SCR,"Coast Andhra, Andhra Pradesh",Point,"[81.36905499999999, 16.582653999999998]"
Punjab,SQR,SULTANPUR LODI,NR,"Kapurthala, Punjab",Point,"[75.203016, 31.211713]"
Maharashtra,SIF,SIRLI,SCR,"Parbhani, Maharashtra",Point,"[77.21222487729999, 19.5087818977]"
Uttar Pradesh,SKF,SAKHOTI TANDA,NR,"Meerut, Uttar Pradesh",Point,"[77.71804900000001, 29.192626]"
Uttar Pradesh,SMQL,SHAMLI,NR,"Shamli, Uttar Pradesh",Point,"[77.316231, 29.444596999999998]"
Rajasthan,SMBJ,SHRI MAHABIRJI,WCR,"Karauli, Rajasthan",Point,"[76.96766400000001, 26.684155]"
Karnataka,SLU,SASALU,SWR,"State Highway 47, Karnataka",Point,"[76.108388, 14.226683]"
Punjab,SQK,Shankar,NR,"Jalandhar, Punjab",Point,"[77.1402539871633, 28.560827504028268]"
Tamil Nadu,SMM,SALIYAMANGALAM,SR,"NH 67, Tamil Nadu",Point,"[79.275262, 10.77933]"
Gujarat,SKR,SAKHPUR,WR,"to railway station, Gujarat",Point,"[69.833241, 21.748997]"
,SONW,SONWARSA HALT,?,,Point,"[85.669157, 25.043599999999998]"
Himachal Pradesh,SLR,Salogra,NR,"NH 22, Himachal Pradesh",Point,"[77.130516, 30.934311]"
Karnataka,SOQ,SOMPUR ROAD,SWR,"Sompur, Karnataka",Point,"[75.87207, 15.421498999999999]"
Gujarat,SJN,SANJAN,WR,"Sanjan, Gujarat",Point,"[72.820594, 20.19165]"
Orissa,SKND,Sukinda Road,ECoR,"Duburi, Orissa",Point,"[86.05375, 20.971268]"
Goa,SKVL,SANKVAL,SWR,"Sancoale, Goa",Point,"[73.86771300000001, 15.370790999999999]"
Karnataka,SL,SURATHKAL,KR,"Surathkal, Karnataka",Point,"[74.80617699999999, 12.989191]"
Goa,SJDA,SANJUJE DA AREY,SWR,"CURTORIM, Goa",Point,"[75.5962538599, 15.437494047800001]"
Andhra Pradesh,SKNR,Shakar Nagar,SCR,"Bodhan, Andhra Pradesh",Point,"[77.905991, 18.659388000000003]"
West Bengal,SOF,Saota,ER,"Saota, West Bengal",,
Maharashtra,SLI,SANGLI,CR,"Sangli, Maharashtra",Point,"[74.588939, 16.858669000000003]"
Maharashtra,SIW,SHIRRAVDE,CR,"Satara, Maharashtra",Point,"[74.1573548438, 17.3606825795]"
Maharashtra,SLP,SALPA,CR,"SH 61, Maharashtra",Point,"[74.17178775389999, 17.963070994400002]"
Uttar Pradesh,SOI,Sonaripur,NER,"MDR 6C, Uttar Pradesh",Point,"[80.7274215704, 28.4746409298]"
Madhya Pradesh,SNBD,Sunderabad,WR,"Ratlam, Madhya Pradesh",,
West Bengal,SPS,Shripat Shrikhand,ER,"Shripat Shrikhand, West Bengal",,
Bihar,SQW,Sidhwalia,NER,"Saran, Bihar",Point,"[84.666995, 26.333838]"
,SNKX,Sankra,SECR,,Point,"[81.591856, 20.747436]"
Karnataka,SME,Shimoga,SWR,"State Highway 57, Karnataka",Point,"[75.592671, 13.927613]"
,SONH,Seonan Halt,?,,Point,"[85.01186038569999, 25.285709039300002]"
West Bengal,SNU,Sangrampur,ER,"State Highway 3, West Bengal",Point,"[88.32876, 22.224929]"
Bihar,SJJ,Sanjha,ER,"Sanjha, Bihar",Point,"[87.0008507605, 25.0658316907]"
Assam,SLON,Salona,NFR,"Salona, Assam",Point,"[92.990043, 26.503912999999997]"
West Bengal,SJPA,Sujalpur,?,"Digha Contai Rd, West Bengal",Point,"[87.65749699999999, 21.763167000000003]"
Bihar,SILO,Silao,ECR,"Nalanda, Bihar",Point,"[85.434638, 25.078598999999997]"
Bihar,SOW,Suhsarai,ECR,"National Highway 31, Bihar",Point,"[85.530032, 25.273946]"
Punjab,BLND,Bolinna Doaba,NR,"Patara Rd, Punjab",Point,"[75.656972, 31.342859999999998]"
Uttar Pradesh,SKTN,Shakti Nagar,ECR,"Dist. Sonebhadra, Uttar Pradesh",Point,"[82.704734, 24.122899]"
Madhya Pradesh,SOY,Sukrimangela,SECR,"Shikara - Dhooma Rd, Madhya Pradesh",Point,"[79.834297, 22.90699]"
Punjab,SQJ,Saila Khurd,NR,"Saila Khurd, Punjab",Point,"[76.07770599999999, 31.292873999999998]"
Punjab,SNB,Satnaur Badesron,NR,"Satnaur Badesron, Punjab",Point,"[76.110741, 31.257426]"
Maharashtra,SONR,Saoner Junction,SECR,"Saoner, Maharashtra",Point,"[78.925046, 21.387489000000002]"
Delhi NCT,SOJ,SAROJINI NAGAR,NR,"Sarojini Nagar, Delhi NCT",Point,"[77.196287, 28.581210000000002]"
Gujarat,SPD,SUPEDI,WR,"Supedi, Gujarat",Point,"[70.3763963708, 21.758513999399998]"
Uttar Pradesh,SNX,SANEH ROAD,NR,"Saneh Road, Uttar Pradesh",Point,"[78.4494025903, 29.689652272500002]"
Bihar,SRA,SEMRA,ECR,"National Highway 28A, Bihar",Point,"[84.8136981409, 26.711946963]"
Bihar,SRSI,Sarsi,ECR,"State Highway 77, Bihar",Point,"[87.28521798737347, 25.86331602863504]"
Rajasthan,SNPR,SINGARPUR,NCR,"Rupbas, Rajasthan",Point,"[77.72370699999999, 27.116202]"
Rajasthan,SNYN,SONIYANA,NWR,"National Highway 79, Rajasthan",Point,"[74.62566, 25.123246]"
Madhya Pradesh,SRJ,SHANKARGARH,NCR,"Shankargarh, Madhya Pradesh",Point,"[81.6190324237, 25.1813005966]"
Bihar,STF,Sikta,ECR,"Sikta, Bihar",Point,"[84.680541, 27.024365]"
Rajasthan,SRGH,Surajgarh,NWR,"Surajgarh, Rajasthan",Point,"[75.73429978452623, 28.30168415387253]"
Maharashtra,SQE,SAMRLA,SCR,"Dharmabad, Maharashtra",Point,"[77.793105, 18.921849]"
Rajasthan,SRK,SAMRAU,NWR,"State Highway 61, Rajasthan",Point,"[72.721146, 26.8662]"
Punjab,SOHL,Sohal,NR,"National Highway 15, Punjab",Point,"[75.348341, 31.974211]"
Uttar Pradesh,SRNK,Soron,NER,"Soron, Uttar Pradesh",Point,"[78.748458, 27.883353999999997]"
Gujarat,SNSN,SONASAN,WR,"Salal, Gujarat",Point,"[72.895784, 23.491604000000002]"
Madhya Pradesh,SRID,SHRIDHAM,WCR,"Shridham, Madhya Pradesh",Point,"[79.484397, 23.033843]"
Madhya Pradesh,SQL,SONTALAI,WCR,"Itarsi, Madhya Pradesh",Point,"[77.94977499999999, 22.613017999999997]"
Haryana,SPZ,SAMPLA,NR,"Sampla, Haryana",Point,"[76.773299, 28.781933000000002]"
Gujarat,SNHR,SANKHAI,WR,"Patan, Gujarat",Point,"[72.177296, 23.796393]"
Assam,SPK,SAPEKHATI,NFR,"Moran to Naharkatiya Rd, Assam",Point,"[95.160918, 27.110416]"
Rajasthan,SPRA,Sillipur,NCR,"State Highway 2, Rajasthan",Point,"[77.031581, 26.081657]"
Maharashtra,STC,SANTA CRUZ,WR,"Mumbai, Maharashtra",Point,"[72.84133899999999, 19.082018]"
Maharashtra,SSV,SASVAD ROAD,CR,"Sasvad, Maharashtra",Point,"[73.9546461121, 18.4732023111]"
Bihar,SOU,Supaul,ECR,"Supaul, Bihar",Point,"[86.603023, 26.117556999999998]"
Gujarat,SOJN,SIHOR GUJARAT,WR,"Shihor, Gujarat",Point,"[71.957197, 21.724798000000003]"
,KRNG,Kargaon Halt,,,Point,"[79.41302, 20.800933]"
Uttar Pradesh,SNDY,SANDAI,NER,"Sandai, Uttar Pradesh",Point,"[79.990982, 28.572634]"
Maharashtra,SNDD,SINDHUDURG,KR,"Oros, Maharashtra",Point,"[73.67934, 16.111322]"
Uttar Pradesh,SPGL,Sarai Gopal,NR,"Allahabad Bypass, Uttar Pradesh",Point,"[81.822277, 25.548656]"
Uttar Pradesh,STH,Sethal,NER,"Bareilly, Uttar Pradesh",Point,"[79.56736599999999, 28.543189]"
Bihar,SRMN,Semraon,ECR,"State Highway 12, Bihar",Point,"[84.52704197999999, 25.395161271299997]"
Andhra Pradesh,STPM,S NARAYANAPURAM,SCR,"Vijayawada, Andhra Pradesh",Point,"[80.647908, 16.525488]"
West Bengal,SSP,Santoshpur,ER,"Kolkata, West Bengal",Point,"[88.272502, 22.524414]"
Jharkhand,SNDT,Sindri Town,?,"Sindri, Jharkhand",Point,"[86.47988299999999, 23.660992]"
Uttar Pradesh,SRN,Soron,NER,"Soron, Uttar Pradesh",Point,"[78.748798, 27.883694]"
Gujarat,SNA,Sadanapura,WR,"Sadanapura, Gujarat",Point,"[73.01247500000001, 22.602487999999997]"
,WW,Wanabar,?,,Point,"[84.97751000000001, 25.006278000000002]"
West Bengal,SSRD,Shasan Road,ER,"Baruipur, West Bengal",Point,"[88.434523, 22.346539999999997]"
West Bengal,SMTG,Saheed Matangini,SER,"Medinipur, West Bengal",Point,"[87.90811500000001, 22.301973999999998]"
Madhya Pradesh,SOE,Sheopur Kalan,NCR,"Sheopur, Madhya Pradesh",Point,"[76.70038600000001, 25.675538]"
Rajasthan,SMNN,Shri Makri Nath Nagar,NWR,"Churu, Rajasthan",Point,"[74.824623, 28.179883999999998]"
Andhra Pradesh,AKU,ANGALAKUDURU,SCR,"Coastal Andhra Region, Andhra Pradesh",Point,"[80.609091, 16.245325]"
Uttar Pradesh,GTI,GHUTAI,NCR,"National Highway 76, Uttar Pradesh",Point,"[79.4413220264, 25.289429766]"
Rajasthan,SWAR,SEWAR,WCR,"Bharatpur, Rajasthan",Point,"[77.425499, 27.177901]"
Rajasthan,STSN,SHAITAN SINGH NAGAR,NWR,"State Highway 61, Rajasthan",Point,"[72.468139, 27.052218]"
West Bengal,MHTR,MALIHATI TALIBPUR ROAD,ER,"Rd, West Bengal",Point,"[88.126194, 23.79372]"
Rajasthan,SRRG,SURERGOTH,NWR,"State Highway 25, Rajasthan",Point,"[76.605353, 27.18282]"
Gujarat,SVKD,SAVAR KUNDLA,WR,"Savar Kundla, Gujarat",Point,"[71.31266699999999, 21.335082]"
Uttar Pradesh,SSKA,SISARKA,NR,"State Highway 43, Uttar Pradesh",Point,"[78.846279, 28.431279]"
Rajasthan,SSR,SARERI,NWR,"National Highway 79, Rajasthan",Point,"[74.624105, 25.697556000000002]"
Uttar Pradesh,SRNT,SARNATH,NER,"Varanasi, Uttar Pradesh",Point,"[83.032634, 25.375998]"
Maharashtra,SVW,SHIVNI SHIVAPUR,SCR,"Akola, Maharashtra",Point,"[77.048971, 20.674328]"
Goa,SRVX,SURAVALI,KR,"Margao, Goa",Point,"[73.939328, 15.291947]"
Gujarat,SXS,SHOBHASAN,WR,"State Highway 41, Gujarat",Point,"[72.394212, 23.542306999999997]"
Orissa,STBJ,Sitabanji,ECoR,"National Highway 215, Orissa",Point,"[85.79053, 21.500203]"
Goa,SVM,SANVERDAM CHUCH,SWR,"Curchorem, Goa",Point,"[74.10866, 15.264064]"
Karnataka,SUL,SULADHAL,SWR,"Belagavi, Karnataka",Point,"[74.67814298520001, 16.001728105999998]"
Rajasthan,SURR,Surera,NWR,"Surera, Rajasthan",,
West Bengal,SVQ,SIVOK,NFR,"Sevoke, West Bengal",Point,"[88.468742, 26.880144]"
,VMLD,VEMULURIPADU,,,Point,"[80.294121, 16.309801]"
Maharashtra,SWQ,Sangwi,CR,"Sangwi, Maharashtra",,
Punjab,SWG,Sidhwan,NR,"Sidhwan, Punjab",Point,"[75.54695000000001, 31.095558]"
Bihar,SRY,SIRARI,ECR,"State Highway 6, Bihar",Point,"[85.952587, 25.132853]"
Punjab,SWX,Saidanwala,NR,"Saidanwala, Punjab",Point,"[74.679664, 30.917223]"
Tamil Nadu,SVGA,Sivaganga,SR,"SH 33, Tamil Nadu",Point,"[78.49906899999999, 9.852970000000001]"
Haryana,SSA,Sirsa,NWR,"Sirsa, Haryana",Point,"[75.034944, 29.539153]"
,MQA,Matoda,,,Point,"[73.00914999999999, 24.11526]"
Gujarat,SVB,Savni,WR,"Maljinjava, Gujarat",Point,"[70.471495, 20.994517]"
Bihar,SVC,Siwan Kachari,NER,"Siwan, Bihar",Point,"[84.34871700000001, 26.226705]"
Tamil Nadu,SVV,Srivaikuntam,SR,"Thoothukudi, Tamil Nadu",Point,"[77.906323, 8.622475999999999]"
Andhra Pradesh,SVDC,Sivadevunichkla,SCR,"P.P.Road, Andhra Pradesh",Point,"[81.65894399999999, 16.535628999999997]"
Haryana,STNL,Satnali,NWR,"Satnali, Haryana",Point,"[75.966232, 28.382338]"
Gujarat,AEP,Amreli Para,WR,"Amreli, Gujarat",Point,"[71.2281676154, 21.6079811042]"
Maharashtra,SSF,Sirsuphal,CR,"Daund, Maharashtra",Point,"[74.572957, 18.306268]"
Madhya Pradesh,SWD,Sanawad,WR,"Sanawad, Madhya Pradesh",Point,"[76.074567, 22.17581]"
Haryana,SXE,SILA KHERI HALT,NR,"Jind, Haryana",Point,"[76.612939, 29.389883]"
Tamil Nadu,TAM,Tilaivilagam,SR,"Pattukkotai-Thiruthuraipoondi Rd, Tamil Nadu",,
West Bengal,TKF,Taki Road,ER,"Taki, West Bengal",Point,"[88.915553, 22.587179]"
Tamil Nadu,TNLR,Thondaimanallur,SR,"Nallur, Tamil Nadu",Point,"[78.746072, 10.623543]"
Maharashtra,TER,THAIR,CR,"State Highway 77, Maharashtra",Point,"[76.15003700000001, 18.352916]"
Tamil Nadu,TCT,Tiruchitrambalam,SR,"Musiri - Kulithalai - Manapparai - Pudukottai - Alangudi - Peravoorani - Sethubavachatram Rd, Tamil Nadu",,
Tamil Nadu,SY,SIRKAZHI,SR,"Sirkazhi, Tamil Nadu",Point,"[79.726353, 11.240305]"
West Bengal,TNX,Tarak Nagar,ER,"Shivniwas Rd, West Bengal",Point,"[88.680184, 23.38018]"
Punjab,TAPA,TAPA,NR,"Tapa Mandi, Punjab",Point,"[75.366053, 30.302839]"
Uttar Pradesh,SYC,SARAI CHANDI,NR,"Phulpur, Uttar Pradesh",Point,"[81.97958463810001, 25.5394209652]"
Kerala,THZI,Takazhi,SR,"Takazhi, Kerala",,
Haryana,TJNR,Taj Nagar,NR,"Gurgaon, Haryana",,
West Bengal,SXP,SANKOPARA,ER,"State Highway 5, West Bengal",Point,"[87.9344515665, 24.7176851264]"
Madhya Pradesh,TBN,TIMARNI,WCR,"Timarni, Madhya Pradesh",Point,"[77.2294, 22.375860000000003]"
Gujarat,SYQ,SINHAN,WR,"SH 6, Gujarat",Point,"[69.7297354559, 22.2346247943]"
Rajasthan,TIBI,Tibi,NWR,"Tibi, Rajasthan",Point,"[74.50160639360547, 29.54286582323833]"
Tamil Nadu,TAY,TALAIYUTHU,SR,"Thalaiyuthu, Tamil Nadu",Point,"[77.72944226749999, 8.7841938937]"
Tamil Nadu,TEN,TIRUNELVELI,SR,"Tirunelveli, Tamil Nadu",Point,"[77.707979, 8.73636]"
Uttar Pradesh,SYH,SAIYEDPUR BHTRI,NER,"Saidpur, Uttar Pradesh",Point,"[83.23297400000001, 25.539724]"
Karnataka,THN,TOLAHUNSE,SWR,"Tholahunase, Karnataka",Point,"[75.964562, 14.399208]"
Assam,SZR,SARUPATHAR,NFR,"Sarupathar Road Thana Rd, Assam",Point,"[93.862021, 26.195595]"
Rajasthan,SYL,SALPURA,WCR,"Kawari, Rajasthan",Point,"[76.733005, 24.773701]"
Rajasthan,TIW,TIVARI,NWR,"Tinwari, Rajasthan",Point,"[72.889577, 26.554730000000003]"
Kerala,TA,TANUR,SR,"Malappuram, Kerala",Point,"[75.880597, 10.97954]"
Rajasthan,TLI,Tulwara Jhil,NWR,"Tibi Railway Station, Rajasthan",,
Jharkhand,TABU,Talaburu,SER,"National Highway 75, Jharkhand",Point,"[85.75594199999999, 22.358169]"
Tamil Nadu,TNK,Tirunellikaval,SR,"State Highway 23, Tamil Nadu",,
Haryana,KGBS,Kishangarh Balawas,NWR,"Kishengarh, Haryana",Point,"[76.571554, 28.262787]"
Tripura,TBX,Tilbhum,NFR,"National Highway 44, Tripura",Point,"[92.245466, 24.465833]"
Andhra Pradesh,AL,ATTILI,SCR,"West Godavari, Andhra Pradesh",Point,"[81.61636, 16.680149999999998]"
West Bengal,TLX,Taldi,ER,"Taldi Station Rd, West Bengal",Point,"[88.60875899999999, 22.343647]"
Tamil Nadu,TKO,TAKKOLAM,SR,"Arakkonam, Tamil Nadu",Point,"[79.677055, 13.023783]"
Bihar,TEA,Taregna,ECR,"Taregna, Bihar",Point,"[85.038112915, 25.3552301906]"
Tripura,TLMR,Teliamura,NFR,"Teliamura, Tripura",Point,"[91.617734, 23.861247]"
Bihar,TELY,Telia,?,"Telia, Bihar",Point,"[87.0262456, 24.8058876]"
Rajasthan,SZ,SALAWAS,NWR,"Luni, Rajasthan",Point,"[73.01452424259999, 26.139957444700002]"
Bihar,TB,Tharbitia,ECR,"State Highway 76, Bihar",Point,"[86.657383, 26.218533]"
Bihar,TNGI,Tungi Halt,?,"Bihar Sharif, Bihar",Point,"[85.52720500000001, 25.171993]"
Tamil Nadu,TCN,Tiruchendur,SR,"Tiruchchendur, Tamil Nadu",Point,"[78.117118, 8.501774]"
Uttar Pradesh,TRG,Tarighat,ECR,"Ghazipur, Uttar Pradesh",Point,"[83.60210496000946, 25.571721452321867]"
Madhya Pradesh,TKYR,TIKARIA,WCR,"MDR 11, Madhya Pradesh",Point,"[80.86436, 24.99538]"
Madhya Pradesh,TLV,TALVADYA,WCR,"East Nimar, Madhya Pradesh",Point,"[76.4437843848, 21.9272990641]"
Rajasthan,TSD,Tahsil Bhadra,NWR,"Bhadra, Rajasthan",Point,"[75.16145411878824, 29.101436164956112]"
Maharashtra,BLNK,BELANKI,CR,"Jath Rd, Maharashtra",Point,"[74.86933565, 16.84890756]"
Maharashtra,TR,TARU,SCR,"Rotegaon Railway Station, Maharashtra",Point,"[74.590775, 20.06888]"
Uttar Pradesh,THJ,TALHERI BUZURG,NR,"SH 59, Uttar Pradesh",Point,"[77.64430899999999, 29.766916000000002]"
Bihar,TIA,TILAYA,ECR,"State Highway 8, Bihar",Point,"[85.401101, 24.821998]"
Karnataka,TTR,TIPTUR,SWR,"Tiptur, Karnataka",Point,"[76.475987, 13.256152]"
Karnataka,TK,TUMKUR,SWR,"Tumkur, Karnataka",Point,"[77.10243899999999, 13.333033]"
Haryana,TUN,TOHANA,NR,"Tohana, Haryana",Point,"[75.904581, 29.7266]"
Assam,TKC,THAKURKUCHI,NFR,"Hatisila, Assam",Point,"[91.9222836917, 26.234006114]"
Tamil Nadu,TME,TUTI MELUR,SR,"Thoothukudi, Tamil Nadu",Point,"[78.145808, 8.808373999999999]"
Assam,TTB,TITABAR,NFR,"Titabor, Assam",Point,"[94.199758, 26.602048]"
Maharashtra,TKR,TAKARI,CR,"Sangli, Maharashtra",Point,"[74.36337599999999, 17.129756]"
Tamil Nadu,TPE,TIRUCHIRAPPALLI PALAKKARAI,SR,"Tiruchirapalli, Tamil Nadu",Point,"[78.69366422, 10.80725953]"
Maharashtra,TPN,Tapona,CR,"Tapona, Maharashtra",,
Bihar,TKLE,Tikani,ER,"Tikani, Bihar",Point,"[86.9932459985, 25.108394454899997]"
Tamil Nadu,TTP,Tiruturaipudi Junction,SR,"Thiruthuraipoondi, Tamil Nadu",,
Rajasthan,SRPR,SARUPSAR JN,NWR,"MDR 103, Rajasthan",Point,"[73.694891, 29.353194]"
Bihar,AYRN,AKSHAYWAT RAI NAGAR,ECR,"Vaishali, Bihar",Point,"[85.31541102290001, 25.688767621]"
Karnataka,TLGP,Talguppa,SWR,"Talaguppa, Karnataka",Point,"[74.914093, 14.214011]"
Punjab,TWB,Talwandi,NR,"Talwandi Bhai, Punjab",Point,"[74.92363399999999, 30.861364000000002]"
Punjab,TQL,Theh Qalandar,NR,"State Highway 20, Punjab",Point,"[74.086947, 30.463401]"
Andhra Pradesh,TGU,TARIGOPPULA,SCR,"Krishna, Andhra Pradesh",Point,"[80.836307, 16.485676]"
Goa,THVM,THIVIM,KR,"North Goa, Goa",Point,"[73.87610400000001, 15.62955]"
Karnataka,TKE,Tarikere Junction,SWR,"Tarikere, Karnataka",Point,"[75.812209, 13.710886]"
Karnataka,TOK,THOKUR,KR,"Mangalore, Karnataka",Point,"[74.829167, 12.963579000000001]"
Karnataka,TKOT,TOKKOTTU,SR,"Ullal, Karnataka",Point,"[74.858222, 12.818211]"
Kerala,TLY,THALASSERY,SR,"Kannur, Kerala",Point,"[75.492987, 11.75314]"
Kerala,TIR,TIRUR,SR,"Malappuram, Kerala",Point,"[75.92186500000001, 10.917757]"
Tamil Nadu,TRMN,Taramani,SR,"Chennai, Tamil Nadu",Point,"[80.24008199999999, 12.978438]"
Orissa,TGRL,Tangiriapal,ECoR,"Orissa, Orissa",Point,"[85.925812, 21.164083]"
Bihar,THE,Thawe Junction,NER,"Gopalganj, Bihar",Point,"[84.394398, 26.438991]"
Haryana,TNDE,Thanesar City,NR,"Haryana, Haryana",Point,"[76.824336, 29.966374000000002]"
Madhya Pradesh,TTW,Titwa,SECR,"Lamta, Madhya Pradesh",Point,"[80.13844220089999, 21.9959060669]"
West Bengal,TMZ,Tamluk,SER,"Tamluk, West Bengal",Point,"[87.91914399999999, 22.275813]"
Rajasthan,TLC,Talchhapar,NWR,"Sujangarh, Rajasthan",Point,"[74.487037, 27.824805]"
Madhya Pradesh,THR,Thara,NCR,"State Highway 2, Madhya Pradesh",Point,"[77.8507402155, 26.3568878952]"
Rajasthan,THEA,Thalera,WCR,"Talera, Rajasthan",Point,"[75.73774364929999, 25.3152769684]"
Uttarakhand,ALJ,ALAI,NER,"National Highway 74, Uttarakhand",Point,"[78.932709, 29.143805999999998]"
Madhya Pradesh,UDM,UNDASA MADHAWPU,WR,"State Highway 18, Madhya Pradesh",Point,"[75.97927499999999, 23.087044000000002]"
Madhya Pradesh,TZR,TURKI ROAD,WCR,"Rewa, Madhya Pradesh",Point,"[81.11757300000001, 24.548879000000003]"
Maharashtra,UPI,UPLAI,CR,"State Highway 77, Maharashtra",Point,"[75.642724, 18.184369]"
Gujarat,TOD,TALOD,WR,"Talod, Gujarat",Point,"[72.94796099999999, 23.351347999999998]"
Haryana,BNWC,Bhiwani City,NWR,"Bhiwani, Haryana",Point,"[76.1442991, 28.825698499999998]"
Tamil Nadu,TVR,THIRUVARUR JN,SR,"Thiruvarur, Tamil Nadu",Point,"[79.63389799999999, 10.764347]"
Uttar Pradesh,TPZ,TAPRI JN,NR,"Saharanpur, Uttar Pradesh",Point,"[77.58327200000001, 29.915727999999998]"
Gujarat,UBR,UMBARGAM ROAD,WR,"Umbergaon, Gujarat",Point,"[72.79082100000001, 20.153499]"
Assam,TZTB,Tezpore,NFR,"Tezpur, Assam",Point,"[92.78774656355381, 26.617781357717547]"
Rajasthan,UTL,UTARLAI,NWR,"Barmer, Rajasthan",Point,"[71.44363799999999, 25.788344000000002]"
Tamil Nadu,TYMR,Tiruvanmiyur,SR,"Chennai, Tamil Nadu",Point,"[80.25119000000001, 12.989302]"
Assam,TPK,TIPKAI,NFR,"Dhubri, Assam",Point,"[90.047264, 26.295354]"
Tamil Nadu,TNM,TIRUVANNAMALAI,SR,"Thiruvannamalai, Tamil Nadu",Point,"[79.077782, 12.238103]"
Tamil Nadu,TVN,TIRUPPUVANAM,SR,"Tiruppuvanam, Tamil Nadu",Point,"[78.258693, 9.821456999999999]"
Himachal Pradesh,TVI,Taradevi,NR,"Shimla, Himachal Pradesh",Point,"[77.139253, 31.0758]"
Uttar Pradesh,TQN,TIKUNIA,NER,"Tikapur Municipality, Uttar Pradesh",Point,"[80.981217, 28.378823]"
West Bengal,TYAE,TENYA,ER,"Tenya, West Bengal",Point,"[88.148864, 23.822157]"
Gujarat,UMPD,Umarpada,WR,"Umarpada to Jumavadi, Gujarat",,
Gujarat,UNI,Unai Vansada Road,WR,"Gujarat, Gujarat",,
Maharashtra,AJU,Arjuni,SECR,"Gondia, Maharashtra",Point,"[80.022581618, 20.8165878335]"
Tamil Nadu,TPC,TIRUPPACHETTI,SR,"Thiruppachethi, Tamil Nadu",Point,"[78.344217489, 9.773153933800002]"
Uttar Pradesh,TRN,TARAON,NER,"Tranav Railway Station, Uttar Pradesh",Point,"[83.311179, 25.526193]"
Maharashtra,TTZ,Tukaithad,SCR,"Akot, Maharashtra",Point,"[76.670581, 21.427444]"
Tamil Nadu,VB,VILLIYAMBAKKAM,SR,"State Highway 58, Tamil Nadu",Point,"[79.929175, 12.754406]"
Punjab,UCB,UNCHI BASSI,NR,"National Highway 1A, Punjab",Point,"[75.643654, 31.860857]"
Gujarat,UJ,UJALVAV,WR,"State Highway 31, Gujarat",Point,"[71.705115, 21.905096]"
Andhra Pradesh,TNKU,TANUKU,SCR,"131, Andhra Pradesh",Point,"[81.674075, 16.752035]"
Andhra Pradesh,TNRU,TENNERU,SCR,"Manthena, Andhra Pradesh",Point,"[80.813991, 16.488886]"
Assam,TRBE,Tarabari,NFR,"Nagaon, Assam",Point,"[92.68336699999999, 26.436293]"
Assam,TTLA,TETELIA,NFR,"Tetelia-Maloibari Rd, Assam",Point,"[92.00541, 26.135912]"
Madhya Pradesh,UIH,Umaria Ispa Halt,SECR,"Umaria Ispa, Madhya Pradesh",Point,"[79.08496134640001, 22.055305150200002]"
Madhya Pradesh,ULA,Umra Nala,SECR,"Umranala Station, Madhya Pradesh",Point,"[78.879298, 21.874783]"
Karnataka,TXM,TANDAVAPURA,SWR,"Thandavapura, Karnataka",Point,"[76.678489, 12.168831]"
Himachal Pradesh,TSL,Taksal,NR,"Parwanoo, Himachal Pradesh",Point,"[76.954267, 30.845271]"
Gujarat,TWV,Thuwavi,WR,"SH 11, Gujarat",Point,"[73.381517, 22.153761]"
Assam,TSK,Tinsukia Junction,NFR,"Tinsukia, Assam",Point,"[95.356367, 27.4864]"
Orissa,KDRP,Kandarpur,ECoR,"Jagatsinghpur Rd, Orissa",Point,"[86.017399, 20.396528]"
Uttar Pradesh,UB,Uska Bazar,NER,"State Highway 1A, Uttar Pradesh",Point,"[83.12594999999999, 27.189993]"
Tamil Nadu,UAM,Udagamandalam,SR,"Ooty, Tamil Nadu",Point,"[76.694727, 11.404584999999999]"
Tamil Nadu,TPP,Toppur,SWR,"Dharmapuri, Tamil Nadu",Point,"[78.070201, 11.931538000000002]"
Gujarat,VDV,Vadiya Devli,WR,"Vadiya, Gujarat",Point,"[70.853196, 21.689791]"
